"stance_label","stance_confidence","comment_id","error"
"Neutral/Unclear",0.85,"climate_comment_165996",NA
"Neutral/Unclear",0.9,"climate_comment_162740",NA
"Neutral/Unclear",0.95,"climate_comment_168185",NA
"Neutral/Unclear",0.95,"climate_comment_167336",NA
"Neutral/Unclear",0.95,"climate_comment_167899",NA
"Neutral/Unclear",0.85,"climate_comment_163027",NA
"Neutral/Unclear",0.9,"climate_comment_165070",NA
"Neutral/Unclear",0.85,"climate_comment_163129",NA
"Neutral/Unclear",0.9,"climate_comment_168090",NA
"Neutral/Unclear",0.95,"climate_comment_164164",NA
"Neutral/Unclear",0.85,"climate_comment_164887",NA
"Neutral/Unclear",0.95,"climate_comment_167744",NA
"Neutral/Unclear",0.85,"climate_comment_166177",NA
"Neutral/Unclear",0.95,"climate_comment_164965",NA
"Neutral/Unclear",0.85,"climate_comment_166951",NA
"Neutral/Unclear",0.85,"climate_comment_167449",NA
"Neutral/Unclear",0.85,"climate_comment_162858",NA
"Neutral/Unclear",0.85,"climate_comment_165411",NA
"Climate Believer",0.85,"climate_comment_164729",NA
"Neutral/Unclear",0.85,"climate_comment_167034",NA
"Neutral/Unclear",0.9,"climate_comment_164604",NA
"Neutral/Unclear",0.85,"climate_comment_163516",NA
"Neutral/Unclear",0.9,"climate_comment_164158",NA
"Neutral/Unclear",0.85,"climate_comment_166598",NA
"Neutral/Unclear",0.9,"climate_comment_168324",NA
"Neutral/Unclear",0.95,"climate_comment_167183",NA
"Neutral/Unclear",0.85,"climate_comment_166595",NA
"Neutral/Unclear",0.95,"climate_comment_167520",NA
"Neutral/Unclear",0.95,"climate_comment_164540",NA
"Neutral/Unclear",0.85,"climate_comment_165218",NA
"Neutral/Unclear",0.85,"climate_comment_163708",NA
"Neutral/Unclear",0.9,"climate_comment_167521",NA
"Neutral/Unclear",0.95,"climate_comment_168192",NA
"Neutral/Unclear",0.85,"climate_comment_166682",NA
"Neutral/Unclear",0.95,"climate_comment_166258",NA
"Neutral/Unclear",0.85,"climate_comment_164094",NA
"Neutral/Unclear",0.95,"climate_comment_165337",NA
"Neutral/Unclear",0.85,"climate_comment_163857",NA
"Neutral/Unclear",0.85,"climate_comment_164429",NA
"Neutral/Unclear",0.95,"climate_comment_162942",NA
"Neutral/Unclear",0.9,"climate_comment_165993",NA
"Neutral/Unclear",0.85,"climate_comment_164795",NA
"Neutral/Unclear",0.85,"climate_comment_163875",NA
"Neutral/Unclear",0.75,"climate_comment_163825",NA
"Climate Believer",0.85,"climate_comment_165893",NA
"Climate Skeptic",0.85,"climate_comment_165410",NA
"Neutral/Unclear",0.85,"climate_comment_163726",NA
"Climate Skeptic",0.85,"climate_comment_166123",NA
"Neutral/Unclear",0.85,"climate_comment_166533",NA
"Neutral/Unclear",0.9,"climate_comment_165842",NA
"Neutral/Unclear",0.9,"climate_comment_166243",NA
"Neutral/Unclear",0.9,"climate_comment_166673",NA
"Neutral/Unclear",0.9,"climate_comment_166934",NA
"Climate Skeptic",0.85,"climate_comment_165663",NA
"Climate Skeptic",0.85,"climate_comment_162800",NA
"Neutral/Unclear",0.85,"climate_comment_167409",NA
"Neutral/Unclear",0.85,"climate_comment_164570",NA
"Climate Skeptic",0.95,"climate_comment_163858",NA
"Neutral/Unclear",0.9,"climate_comment_166242",NA
"Climate Skeptic",0.85,"climate_comment_163636",NA
"Neutral/Unclear",0.85,"climate_comment_165632",NA
"Neutral/Unclear",0.85,"climate_comment_166775",NA
"Neutral/Unclear",0.9,"climate_comment_164766",NA
"Neutral/Unclear",0.85,"climate_comment_165932",NA
"Neutral/Unclear",0.95,"climate_comment_164794",NA
"Neutral/Unclear",0.85,"climate_comment_168648",NA
"Neutral/Unclear",0.85,"climate_comment_166478",NA
"Climate Skeptic",0.85,"climate_comment_165017",NA
"Neutral/Unclear",0.85,"climate_comment_164375",NA
"Neutral/Unclear",0.9,"climate_comment_165072",NA
"Neutral/Unclear",0.9,"climate_comment_163718",NA
"Neutral/Unclear",0.85,"climate_comment_168542",NA
"Neutral/Unclear",0.85,"climate_comment_163399",NA
"Neutral/Unclear",0.9,"climate_comment_167237",NA
"Neutral/Unclear",0.95,"climate_comment_164371",NA
"Neutral/Unclear",0.85,"climate_comment_168674",NA
"Climate Skeptic",0.95,"climate_comment_168435",NA
"Neutral/Unclear",0.9,"climate_comment_165876",NA
"Neutral/Unclear",0.9,"climate_comment_166843",NA
"Neutral/Unclear",0.95,"climate_comment_167455",NA
"Neutral/Unclear",0.95,"climate_comment_163577",NA
"Neutral/Unclear",0.95,"climate_comment_164406",NA
"Climate Believer",0.85,"climate_comment_167172",NA
"Neutral/Unclear",0.9,"climate_comment_165879",NA
"Neutral/Unclear",0.9,"climate_comment_165877",NA
"Climate Skeptic",0.85,"climate_comment_162812",NA
"Neutral/Unclear",0.95,"climate_comment_167173",NA
"Neutral/Unclear",0.85,"climate_comment_165878",NA
"Climate Skeptic",0.85,"climate_comment_166133",NA
"Neutral/Unclear",0.85,"climate_comment_165912",NA
"Neutral/Unclear",0.85,"climate_comment_164756",NA
"Neutral/Unclear",0.95,"climate_comment_163264",NA
"Neutral/Unclear",0.85,"climate_comment_164754",NA
"Neutral/Unclear",0.95,"climate_comment_164860",NA
"Neutral/Unclear",0.85,"climate_comment_165076",NA
"Neutral/Unclear",0.85,"climate_comment_164980",NA
"Neutral/Unclear",0.95,"climate_comment_165367",NA
"Neutral/Unclear",0.9,"climate_comment_167281",NA
"Neutral/Unclear",0.85,"climate_comment_165751",NA
"Neutral/Unclear",0.85,"climate_comment_167182",NA
"Neutral/Unclear",0.85,"climate_comment_163087",NA
"Neutral/Unclear",0.95,"climate_comment_168121",NA
"Neutral/Unclear",0.9,"climate_comment_166822",NA
"Climate Believer",0.85,"climate_comment_165228",NA
"Neutral/Unclear",0.95,"climate_comment_168467",NA
"Neutral/Unclear",0.85,"climate_comment_163424",NA
"Neutral/Unclear",0.9,"climate_comment_164796",NA
"Neutral/Unclear",0.85,"climate_comment_164699",NA
"Neutral/Unclear",0.95,"climate_comment_168040",NA
"Neutral/Unclear",0.85,"climate_comment_164774",NA
"Neutral/Unclear",0.85,"climate_comment_167306",NA
"Climate Skeptic",0.95,"climate_comment_168279",NA
"Neutral/Unclear",0.85,"climate_comment_167966",NA
"Climate Skeptic",0.95,"climate_comment_165079",NA
"Climate Skeptic",0.85,"climate_comment_166837",NA
"Neutral/Unclear",0.9,"climate_comment_163258",NA
"Neutral/Unclear",0.95,"climate_comment_166551",NA
"Climate Believer",0.85,"climate_comment_163905",NA
"Neutral/Unclear",0.95,"climate_comment_168387",NA
"Climate Believer",0.85,"climate_comment_165176",NA
"Neutral/Unclear",0.85,"climate_comment_165439",NA
"Climate Skeptic",0.85,"climate_comment_165590",NA
"Neutral/Unclear",0.95,"climate_comment_165162",NA
"Neutral/Unclear",0.85,"climate_comment_165167",NA
"Neutral/Unclear",0.9,"climate_comment_165270",NA
"Neutral/Unclear",0.95,"climate_comment_163478",NA
"Neutral/Unclear",0.85,"climate_comment_163518",NA
"Neutral/Unclear",0.95,"climate_comment_164284",NA
"Neutral/Unclear",0.95,"climate_comment_166871",NA
"Neutral/Unclear",0.85,"climate_comment_168510",NA
"Neutral/Unclear",0.95,"climate_comment_164473",NA
"Neutral/Unclear",0.9,"climate_comment_167367",NA
"Neutral/Unclear",0.85,"climate_comment_164761",NA
"Neutral/Unclear",0.95,"climate_comment_163851",NA
"Neutral/Unclear",0.9,"climate_comment_164238",NA
"Neutral/Unclear",0.95,"climate_comment_166425",NA
"Neutral/Unclear",0.85,"climate_comment_167793",NA
"Neutral/Unclear",0.95,"climate_comment_163067",NA
"Climate Believer",0.95,"climate_comment_164832",NA
"Neutral/Unclear",0.95,"climate_comment_164472",NA
"Neutral/Unclear",0.9,"climate_comment_167697",NA
"Climate Skeptic",0.95,"climate_comment_168627",NA
"Neutral/Unclear",0.85,"climate_comment_166053",NA
"Neutral/Unclear",0.95,"climate_comment_162793",NA
"Neutral/Unclear",0.85,"climate_comment_163147",NA
"Neutral/Unclear",0.85,"climate_comment_164958",NA
"Neutral/Unclear",0.95,"climate_comment_168140",NA
"Neutral/Unclear",0.85,"climate_comment_165208",NA
"Neutral/Unclear",0.95,"climate_comment_167671",NA
"Climate Skeptic",0.85,"climate_comment_166511",NA
"Neutral/Unclear",0.85,"climate_comment_164409",NA
"Climate Skeptic",0.95,"climate_comment_168258",NA
"Neutral/Unclear",0.95,"climate_comment_168569",NA
"Neutral/Unclear",0.95,"climate_comment_164438",NA
"Neutral/Unclear",0.9,"climate_comment_164255",NA
"Climate Skeptic",0.85,"climate_comment_168033",NA
"Neutral/Unclear",0.95,"climate_comment_166815",NA
"Neutral/Unclear",0.9,"climate_comment_164831",NA
"Neutral/Unclear",0.9,"climate_comment_165366",NA
"Climate Skeptic",0.85,"climate_comment_162733",NA
"Neutral/Unclear",0.9,"climate_comment_166990",NA
"Neutral/Unclear",0.85,"climate_comment_164830",NA
"Neutral/Unclear",0.9,"climate_comment_164652",NA
"Neutral/Unclear",0.9,"climate_comment_168173",NA
"Climate Skeptic",0.95,"climate_comment_168037",NA
"Neutral/Unclear",0.85,"climate_comment_167713",NA
"Neutral/Unclear",0.85,"climate_comment_167062",NA
"Neutral/Unclear",0.85,"climate_comment_262817",NA
"Neutral/Unclear",0.9,"climate_comment_179034",NA
"Climate Skeptic",0.85,"climate_comment_179035",NA
"Neutral/Unclear",0.85,"climate_comment_167823",NA
"Neutral/Unclear",0.85,"climate_comment_167712",NA
"Neutral/Unclear",0.85,"climate_comment_185631",NA
"Neutral/Unclear",0.85,"climate_comment_262813",NA
"Climate Skeptic",0.85,"climate_comment_235395",NA
"Climate Believer",0.9,"climate_comment_218873",NA
"Climate Believer",0.85,"climate_comment_204684",NA
"Neutral/Unclear",0.85,"climate_comment_173514",NA
"Neutral/Unclear",0.85,"climate_comment_112832",NA
"Neutral/Unclear",0.9,"climate_comment_183432",NA
"Climate Believer",0.85,"climate_comment_181760",NA
"Neutral/Unclear",0.85,"climate_comment_112826",NA
"Neutral/Unclear",0.85,"climate_comment_260645",NA
"Climate Believer",0.85,"climate_comment_183434",NA
"Neutral/Unclear",0.9,"climate_comment_112652",NA
"Neutral/Unclear",0.85,"climate_comment_112834",NA
"Neutral/Unclear",0.75,"climate_comment_179653",NA
"Neutral/Unclear",0.9,"climate_comment_112656",NA
"Neutral/Unclear",0.9,NA,NA
"Neutral/Unclear",0.85,"climate_comment_208552",NA
"Neutral/Unclear",0.85,"climate_comment_112647",NA
"Neutral/Unclear",0.85,"climate_comment_112829",NA
"Neutral/Unclear",0.85,"climate_comment_199644",NA
"Climate Skeptic",0.85,"climate_comment_265758",NA
"Neutral/Unclear",0.9,"climate_comment_177161",NA
"Neutral/Unclear",0.85,"climate_comment_203900",NA
"Neutral/Unclear",0.85,"climate_comment_112649",NA
"Neutral/Unclear",0.85,"climate_comment_112650",NA
"Neutral/Unclear",0.9,"climate_comment_112479",NA
"Neutral/Unclear",0.9,"climate_comment_112648",NA
"Neutral/Unclear",0.85,"climate_comment_223922",NA
"Neutral/Unclear",0.95,"climate_comment_270425",NA
"Neutral/Unclear",0.85,"climate_comment_047012",NA
"Neutral/Unclear",0.9,"climate_comment_112665",NA
"Neutral/Unclear",0.85,"climate_comment_183459",NA
"Neutral/Unclear",0.9,"climate_comment_112667",NA
"Neutral/Unclear",0.85,"climate_comment_236004",NA
"Neutral/Unclear",0.85,"climate_comment_112625",NA
"Neutral/Unclear",0.85,"climate_comment_227428",NA
"Neutral/Unclear",0.9,"climate_comment_112670",NA
"Neutral/Unclear",0.9,"climate_comment_257351",NA
"Climate Believer",0.75,"climate_comment_245339",NA
"Neutral/Unclear",0.85,"climate_comment_169117",NA
"Neutral/Unclear",0.85,"climate_comment_249794",NA
"Neutral/Unclear",0.9,"climate_comment_112659",NA
"Neutral/Unclear",0.85,"climate_comment_263083",NA
"Neutral/Unclear",0.9,"climate_comment_229575",NA
"Neutral/Unclear",0.95,"climate_comment_277804",NA
"Climate Skeptic",0.85,"climate_comment_208806",NA
"Neutral/Unclear",0.95,"climate_comment_206690",NA
"Climate Skeptic",0.85,"climate_comment_226449",NA
"Neutral/Unclear",0.85,"climate_comment_261941",NA
"Climate Skeptic",0.95,"climate_comment_179918",NA
"Climate Skeptic",0.95,"climate_comment_183794",NA
"Neutral/Unclear",0.85,"climate_comment_190589",NA
"Neutral/Unclear",0.85,"climate_comment_259704",NA
"Neutral/Unclear",0.85,"climate_comment_251778",NA
"Neutral/Unclear",0.9,"climate_comment_219824",NA
"Neutral/Unclear",0.85,"climate_comment_280684",NA
"Climate Believer",0.85,"climate_comment_280683",NA
"Neutral/Unclear",0.95,"climate_comment_257399",NA
"Climate Skeptic",0.85,"climate_comment_261612",NA
"Neutral/Unclear",0.95,"climate_comment_254178",NA
"Neutral/Unclear",0.85,"climate_comment_247818",NA
"Neutral/Unclear",0.85,"climate_comment_183845",NA
"Climate Skeptic",0.85,"climate_comment_189562",NA
"Neutral/Unclear",0.9,"climate_comment_177268",NA
"Climate Skeptic",0.85,"climate_comment_249190",NA
"Neutral/Unclear",0.85,"climate_comment_177267",NA
"Climate Skeptic",0.98,"climate_comment_186362",NA
"Neutral/Unclear",0.9,"climate_comment_177266",NA
"Neutral/Unclear",0.75,"climate_comment_240086",NA
"Climate Believer",0.85,"climate_comment_270821",NA
"Climate Skeptic",0.85,"climate_comment_191253",NA
"Climate Believer",0.85,"climate_comment_177269",NA
"Neutral/Unclear",0.95,"climate_comment_214341",NA
"Neutral/Unclear",0.95,"climate_comment_275812",NA
"Neutral/Unclear",0.9,"climate_comment_268565",NA
"Neutral/Unclear",0.85,"climate_comment_185043",NA
"Neutral/Unclear",0.85,"climate_comment_233428",NA
"Neutral/Unclear",0.95,"climate_comment_275814",NA
"Neutral/Unclear",0.85,"climate_comment_200890",NA
"Climate Skeptic",0.85,"climate_comment_185600",NA
"Neutral/Unclear",0.85,"climate_comment_189304",NA
"Neutral/Unclear",0.95,"climate_comment_274503",NA
"Neutral/Unclear",0.85,"climate_comment_204782",NA
"Climate Skeptic",0.85,"climate_comment_187754",NA
"Neutral/Unclear",0.85,"climate_comment_205694",NA
"Neutral/Unclear",0.9,"climate_comment_254506",NA
"Neutral/Unclear",0.85,"climate_comment_243812",NA
"Neutral/Unclear",0.85,"climate_comment_221213",NA
"Climate Skeptic",0.95,"climate_comment_252253",NA
"Climate Skeptic",0.85,"climate_comment_243259",NA
"Neutral/Unclear",0.9,"climate_comment_231292",NA
"Neutral/Unclear",0.95,"climate_comment_201373",NA
"Neutral/Unclear",0.85,"climate_comment_199629",NA
"Neutral/Unclear",0.85,"climate_comment_174103",NA
"Neutral/Unclear",0.85,"climate_comment_252762",NA
"Neutral/Unclear",0.85,"climate_comment_276030",NA
"Neutral/Unclear",0.85,"climate_comment_170185",NA
"Neutral/Unclear",0.95,"climate_comment_219010",NA
"Neutral/Unclear",0.95,"climate_comment_274830",NA
"Neutral/Unclear",0.9,"climate_comment_186131",NA
"Neutral/Unclear",0.9,"climate_comment_201335",NA
"Neutral/Unclear",0.9,"climate_comment_183382",NA
"Neutral/Unclear",0.95,"climate_comment_205454",NA
"Neutral/Unclear",0.9,"climate_comment_237667",NA
"Neutral/Unclear",0.85,"climate_comment_241587",NA
"Neutral/Unclear",0.9,"climate_comment_190272",NA
"Neutral/Unclear",0.85,"climate_comment_257236",NA
"Neutral/Unclear",0.85,"climate_comment_170449",NA
"Neutral/Unclear",0.95,"climate_comment_196501",NA
"Neutral/Unclear",0.85,"climate_comment_273754",NA
"Neutral/Unclear",0.85,"climate_comment_280462",NA
"Neutral/Unclear",0.85,"climate_comment_228184",NA
"Neutral/Unclear",0.95,"climate_comment_207811",NA
"Climate Believer",0.85,"climate_comment_245934",NA
"Neutral/Unclear",0.95,"climate_comment_255432",NA
"Neutral/Unclear",0.85,"climate_comment_230194",NA
"Climate Believer",0.85,"climate_comment_172211",NA
"Neutral/Unclear",0.85,"climate_comment_172212",NA
"Neutral/Unclear",0.95,"climate_comment_169445",NA
"Neutral/Unclear",0.9,"climate_comment_216576",NA
"Neutral/Unclear",0.85,"climate_comment_172213",NA
"Neutral/Unclear",0.85,"climate_comment_177098",NA
"Neutral/Unclear",0.95,"climate_comment_247242",NA
"Neutral/Unclear",0.85,"climate_comment_175738",NA
"Neutral/Unclear",0.85,"climate_comment_223993",NA
"Neutral/Unclear",0.9,"climate_comment_194615",NA
"Neutral/Unclear",0.95,"climate_comment_213054",NA
"Neutral/Unclear",0.85,"climate_comment_204299",NA
"Neutral/Unclear",0.85,"climate_comment_172269",NA
"Climate Believer",0.85,"climate_comment_229470",NA
"Climate Believer",0.85,"climate_comment_211281",NA
"Neutral/Unclear",0.9,"climate_comment_269786",NA
"Neutral/Unclear",0.85,"climate_comment_172270",NA
"Neutral/Unclear",0.85,"climate_comment_267765",NA
"Neutral/Unclear",0.85,"climate_comment_242454",NA
"Neutral/Unclear",0.95,"climate_comment_175246",NA
"Climate Believer",0.85,"climate_comment_194265",NA
"Neutral/Unclear",0.85,"climate_comment_200638",NA
"Neutral/Unclear",0.85,"climate_comment_260873",NA
"Neutral/Unclear",0.95,"climate_comment_268756",NA
"Neutral/Unclear",0.85,"climate_comment_195443",NA
"Neutral/Unclear",0.9,"climate_comment_268238",NA
"Climate Skeptic",0.85,"climate_comment_258151",NA
"Neutral/Unclear",0.85,"climate_comment_232553",NA
"Climate Skeptic",0.75,"climate_comment_226482",NA
"Neutral/Unclear",0.95,"climate_comment_220363",NA
"Neutral/Unclear",0.85,"climate_comment_222570",NA
"Neutral/Unclear",0.9,"climate_comment_270623",NA
"Neutral/Unclear",0.85,"climate_comment_180384",NA
"Neutral/Unclear",0.9,"climate_comment_211800",NA
"Neutral/Unclear",0.95,"climate_comment_169759",NA
"Neutral/Unclear",0.9,"climate_comment_180404",NA
"Neutral/Unclear",0.85,"climate_comment_276814",NA
"Climate Skeptic",0.95,"climate_comment_212273",NA
"Neutral/Unclear",0.75,"climate_comment_199598",NA
"Climate Believer",0.85,"climate_comment_242157",NA
"Climate Skeptic",0.85,"climate_comment_274757",NA
"Neutral/Unclear",0.85,"climate_comment_272709",NA
"Neutral/Unclear",0.9,"climate_comment_264343",NA
"Climate Skeptic",0.85,"climate_comment_223165",NA
"Climate Skeptic",0.95,"climate_comment_219033",NA
"Climate Believer",0.9,"climate_comment_214313",NA
"Neutral/Unclear",0.9,"climate_comment_232297",NA
"Neutral/Unclear",0.75,"climate_comment_194385",NA
"Climate Skeptic",0.85,"climate_comment_190886",NA
"Neutral/Unclear",0.95,"climate_comment_228974",NA
"Climate Believer",0.85,"climate_comment_182560",NA
"Neutral/Unclear",0.95,"climate_comment_235743",NA
"Neutral/Unclear",0.95,"climate_comment_187975",NA
"Climate Skeptic",0.85,"climate_comment_190634",NA
"Neutral/Unclear",0.9,"climate_comment_223235",NA
"Neutral/Unclear",0.75,"climate_comment_265478",NA
"Neutral/Unclear",0.85,"climate_comment_204080",NA
"Climate Skeptic",0.99,"climate_comment_264216",NA
"Climate Skeptic",0.85,"climate_comment_246529",NA
"Neutral/Unclear",0.85,"climate_comment_185598",NA
"Neutral/Unclear",0.85,"climate_comment_265924",NA
"Neutral/Unclear",0.85,"climate_comment_264788",NA
"Neutral/Unclear",0.85,"climate_comment_194500",NA
"Neutral/Unclear",0.85,"climate_comment_194501",NA
"Neutral/Unclear",0.9,"climate_comment_217883",NA
"Climate Skeptic",0.85,"climate_comment_178710",NA
"Neutral/Unclear",0.9,"climate_comment_193429",NA
"Neutral/Unclear",0.85,"climate_comment_245169",NA
"Neutral/Unclear",0.85,"climate_comment_276365",NA
"Neutral/Unclear",0.85,"climate_comment_225180",NA
"Neutral/Unclear",0.85,"climate_comment_273114",NA
"Neutral/Unclear",0.9,"climate_comment_203905",NA
"Neutral/Unclear",0.85,"climate_comment_182189",NA
"Neutral/Unclear",0.85,"climate_comment_201926",NA
"Climate Skeptic",0.85,"climate_comment_209720",NA
"Climate Skeptic",0.85,"climate_comment_225068",NA
"Climate Skeptic",0.85,"climate_comment_190538",NA
"Neutral/Unclear",0.85,"climate_comment_116121",NA
"Neutral/Unclear",0.85,"climate_comment_254021",NA
"Neutral/Unclear",0.85,"climate_comment_250898",NA
"Neutral/Unclear",0.85,"climate_comment_250899",NA
"Climate Believer",0.85,"climate_comment_181507",NA
"Neutral/Unclear",0.9,"climate_comment_225012",NA
"Neutral/Unclear",0.85,"climate_comment_222167",NA
"Neutral/Unclear",0.85,"climate_comment_218483",NA
"Neutral/Unclear",0.85,"climate_comment_218301",NA
"Neutral/Unclear",0.85,"climate_comment_214028",NA
"Neutral/Unclear",0.9,"climate_comment_250900",NA
"Neutral/Unclear",0.95,"climate_comment_250211",NA
"Neutral/Unclear",0.85,"climate_comment_278590",NA
"Neutral/Unclear",0.85,"climate_comment_223530",NA
"Neutral/Unclear",0.85,"climate_comment_218484",NA
"Neutral/Unclear",0.95,"climate_comment_240114",NA
"Neutral/Unclear",0.95,"climate_comment_231497",NA
"Neutral/Unclear",0.95,"climate_comment_170433",NA
"Neutral/Unclear",0.95,"climate_comment_268824",NA
"Neutral/Unclear",0.85,"climate_comment_272829",NA
"Neutral/Unclear",0.9,"climate_comment_195792",NA
"Neutral/Unclear",0.75,"climate_comment_175327",NA
"Neutral/Unclear",0.85,"climate_comment_226408",NA
"Neutral/Unclear",0.95,"climate_comment_183299",NA
"Neutral/Unclear",0.85,"climate_comment_242166",NA
"Neutral/Unclear",0.85,"climate_comment_184133",NA
"Neutral/Unclear",0.85,"climate_comment_222638",NA
"Neutral/Unclear",0.9,"climate_comment_198842",NA
"Neutral/Unclear",0.85,"climate_comment_242167",NA
"Neutral/Unclear",0.95,"climate_comment_271316",NA
"Neutral/Unclear",0.85,"climate_comment_234539",NA
"Climate Believer",0.85,"climate_comment_234535",NA
"Neutral/Unclear",0.95,"climate_comment_247426",NA
"Neutral/Unclear",0.85,"climate_comment_228158",NA
"Neutral/Unclear",0.85,"climate_comment_274717",NA
"Climate Believer",0.85,"climate_comment_214840",NA
"Neutral/Unclear",0.95,"climate_comment_191548",NA
"Neutral/Unclear",0.85,"climate_comment_215989",NA
"Neutral/Unclear",0.95,"climate_comment_192696",NA
"Neutral/Unclear",0.85,"climate_comment_242165",NA
"Climate Skeptic",0.85,"climate_comment_208987",NA
"Neutral/Unclear",0.85,"climate_comment_221145",NA
"Climate Skeptic",0.85,"climate_comment_223637",NA
"Neutral/Unclear",0.85,"climate_comment_223636",NA
"Neutral/Unclear",0.85,"climate_comment_276696",NA
"Neutral/Unclear",0.85,"climate_comment_182708",NA
"Climate Believer",0.85,"climate_comment_176834",NA
"Neutral/Unclear",0.9,"climate_comment_199040",NA
"Neutral/Unclear",0.85,"climate_comment_199593",NA
"Neutral/Unclear",0.85,"climate_comment_196939",NA
"Neutral/Unclear",0.9,"climate_comment_168829",NA
"Neutral/Unclear",0.85,"climate_comment_195786",NA
"Neutral/Unclear",0.75,"climate_comment_213904",NA
"Neutral/Unclear",0.85,"climate_comment_251515",NA
"Climate Skeptic",0.85,"climate_comment_223635",NA
"Neutral/Unclear",0.9,"climate_comment_168831",NA
"Neutral/Unclear",0.85,"climate_comment_248447",NA
"Neutral/Unclear",0.85,"climate_comment_270845",NA
"Neutral/Unclear",0.85,"climate_comment_277818",NA
"Neutral/Unclear",0.9,"climate_comment_231183",NA
"Climate Believer",0.85,"climate_comment_205862",NA
"Neutral/Unclear",0.9,"climate_comment_247698",NA
"Neutral/Unclear",0.9,"climate_comment_178576",NA
"Neutral/Unclear",0.9,"climate_comment_234272",NA
"Neutral/Unclear",0.95,"climate_comment_178169",NA
"Neutral/Unclear",0.75,"climate_comment_175430",NA
"Neutral/Unclear",0.85,"climate_comment_188280",NA
"Neutral/Unclear",0.85,"climate_comment_240500",NA
"Neutral/Unclear",0.9,"climate_comment_116117",NA
"Neutral/Unclear",0.85,"climate_comment_258897",NA
"Neutral/Unclear",0.85,"climate_comment_187353",NA
"Neutral/Unclear",0.9,"climate_comment_221252",NA
"Neutral/Unclear",0.85,"climate_comment_177048",NA
"Neutral/Unclear",0.85,"climate_comment_279984",NA
"Neutral/Unclear",0.85,"climate_comment_275278",NA
"Neutral/Unclear",0.85,"climate_comment_232652",NA
"Neutral/Unclear",0.85,"climate_comment_256037",NA
"Neutral/Unclear",0.85,"climate_comment_239995",NA
"Neutral/Unclear",0.85,"climate_comment_269209",NA
"Neutral/Unclear",0.85,"climate_comment_186955",NA
"Neutral/Unclear",0.85,"climate_comment_200284",NA
"Neutral/Unclear",0.9,"climate_comment_173698",NA
"Neutral/Unclear",0.85,"climate_comment_193163",NA
"Neutral/Unclear",0.85,"climate_comment_264062",NA
"Neutral/Unclear",0.85,"climate_comment_256718",NA
"Neutral/Unclear",0.85,"climate_comment_250485",NA
"Neutral/Unclear",0.85,"climate_comment_254609",NA
"Climate Skeptic",0.95,"climate_comment_187638",NA
"Neutral/Unclear",0.85,"climate_comment_222007",NA
"Neutral/Unclear",0.9,"climate_comment_202684",NA
"Neutral/Unclear",0.75,"climate_comment_209993",NA
"Climate Skeptic",0.85,"climate_comment_177866",NA
"Neutral/Unclear",0.85,"climate_comment_268223",NA
"Neutral/Unclear",0.85,"climate_comment_246754",NA
"Neutral/Unclear",0.85,"climate_comment_216440",NA
"Climate Believer",0.85,"climate_comment_204330",NA
"Climate Skeptic",0.85,"climate_comment_199945",NA
"Climate Skeptic",0.85,"climate_comment_254994",NA
"Neutral/Unclear",0.9,"climate_comment_193301",NA
"Neutral/Unclear",0.85,"climate_comment_185015",NA
"Climate Skeptic",0.85,"climate_comment_189229",NA
"Neutral/Unclear",0.85,"climate_comment_261335",NA
"Neutral/Unclear",0.9,"climate_comment_262019",NA
"Neutral/Unclear",0.85,"climate_comment_200193",NA
"Neutral/Unclear",0.85,"climate_comment_181405",NA
"Neutral/Unclear",0.85,"climate_comment_217662",NA
"Neutral/Unclear",0.85,"climate_comment_250383",NA
"Neutral/Unclear",0.85,"climate_comment_263353",NA
"Neutral/Unclear",0.85,"climate_comment_227961",NA
"Neutral/Unclear",0.9,"climate_comment_231009",NA
"Neutral/Unclear",0.95,"climate_comment_267797",NA
"Neutral/Unclear",0.85,"climate_comment_216332",NA
"Neutral/Unclear",0.85,"climate_comment_241972",NA
"Neutral/Unclear",0.9,"climate_comment_187835",NA
"Neutral/Unclear",0.9,"climate_comment_195381",NA
"Neutral/Unclear",0.9,"climate_comment_186078",NA
"Neutral/Unclear",0.9,"climate_comment_281036",NA
"Neutral/Unclear",0.85,"climate_comment_225336",NA
"Neutral/Unclear",0.85,"climate_comment_223694",NA
"Neutral/Unclear",0.85,"climate_comment_210055",NA
"Neutral/Unclear",0.85,"climate_comment_171582",NA
"Climate Believer",0.9,"climate_comment_241356",NA
"Climate Believer",0.9,"climate_comment_280782",NA
"Neutral/Unclear",0.9,"climate_comment_210707",NA
"Neutral/Unclear",0.9,"climate_comment_215946",NA
"Climate Believer",0.85,"climate_comment_176581",NA
"Neutral/Unclear",0.9,"climate_comment_211956",NA
"Neutral/Unclear",0.85,"climate_comment_252643",NA
"Climate Believer",0.85,"climate_comment_207469",NA
"Neutral/Unclear",0.85,"climate_comment_245540",NA
"Climate Skeptic",0.85,"climate_comment_200602",NA
"Climate Believer",0.85,"climate_comment_227913",NA
"Neutral/Unclear",0.9,"climate_comment_255664",NA
"Neutral/Unclear",0.85,"climate_comment_223622",NA
"Neutral/Unclear",0.85,"climate_comment_168764",NA
"Neutral/Unclear",0.85,"climate_comment_181807",NA
"Neutral/Unclear",0.85,"climate_comment_241491",NA
"Neutral/Unclear",0.75,"climate_comment_196405",NA
"Climate Skeptic",0.85,"climate_comment_240808",NA
